"Response ID","Date submitted","Last page","Start language","Token","Date started","Date last action","Please rate your impression of NICO on these scales: [Fake | Natural]","Please rate your impression of NICO on these scales: [Machinelike | Humanlike]","Please rate your impression of NICO on these scales: [Unconscious | Conscious]","Please rate your impression of NICO on these scales: [Artificial | Lifelike]","Please rate your impression of NICO on these scales: [Moving rigidly | Moving elegantly]","Please rate your impression of NICO on these scales: [Dead | Alive]","Please rate your impression of NICO on these scales: [Stagnant | Lively]","Please rate your impression of NICO on these scales: [Mechanical | Organic]","Please rate your impression of NICO on these scales: [Artificial | Lifelike]","Please rate your impression of NICO on these scales: [Inert | Interactive]","Please rate your impression of NICO on these scales: [Apathic | Responsive]","Please rate your impression of NICO on these scales: [Dislike | Like]","Please rate your impression of NICO on these scales: [Unfriendly | Friendly]","Please rate your impression of NICO on these scales: [Unkind | Kind]","Please rate your impression of NICO on these scales: [Unpleasant | Pleasant]","Please rate your impression of NICO on these scales: [Awful | Nice]","Please rate your impression of NICO on these scales: [Incompetent | Competent]","Please rate your impression of NICO on these scales: [Ignorant | Knowledgeable]","Please rate your impression of NICO on these scales: [Irresponsible | Responsible]","Please rate your impression of NICO on these scales: [Unintelligent | Intelligent]","Please rate your impression of NICO on these scales: [Foolish | Sensible]","While undergoing the game with NICO, to what extent did you experience these emotions? [Anger]","While undergoing the game with NICO, to what extent did you experience these emotions? [Wanting]","While undergoing the game with NICO, to what extent did you experience these emotions? [Dread]","While undergoing the game with NICO, to what extent did you experience these emotions? [Sad]","While undergoing the game with NICO, to what extent did you experience these emotions? [Easygoing]","While undergoing the game with NICO, to what extent did you experience these emotions? [Grossed out]","While undergoing the game with NICO, to what extent did you experience these emotions? [Happy]","While undergoing the game with NICO, to what extent did you experience these emotions? [Terror]","While undergoing the game with NICO, to what extent did you experience these emotions? [Rage]","While undergoing the game with NICO, to what extent did you experience these emotions? [Grief]","While undergoing the game with NICO, to what extent did you experience these emotions? [Nausea]","While undergoing the game with NICO, to what extent did you experience these emotions? [Anxiety]","While undergoing the game with NICO, to what extent did you experience these emotions? [Chilled out]","While undergoing the game with NICO, to what extent did you experience these emotions? [Desire]","While undergoing the game with NICO, to what extent did you experience these emotions? [Nervous]","While undergoing the game with NICO, to what extent did you experience these emotions? [Lonely]","While undergoing the game with NICO, to what extent did you experience these emotions? [Scared]","While undergoing the game with NICO, to what extent did you experience these emotions? [Mad]","While undergoing the game with NICO, to what extent did you experience these emotions? [Satisfaction]","While undergoing the game with NICO, to what extent did you experience these emotions? [Sickened]","While undergoing the game with NICO, to what extent did you experience these emotions? [Empty]","While undergoing the game with NICO, to what extent did you experience these emotions? [Craving]","While undergoing the game with NICO, to what extent did you experience these emotions? [Panic]","While undergoing the game with NICO, to what extent did you experience these emotions? [Longing]","While undergoing the game with NICO, to what extent did you experience these emotions? [Calm]","While undergoing the game with NICO, to what extent did you experience these emotions? [Fear]","While undergoing the game with NICO, to what extent did you experience these emotions? [Relaxation]","While undergoing the game with NICO, to what extent did you experience these emotions? [Revulsion]","While undergoing the game with NICO, to what extent did you experience these emotions? [Worry]","While undergoing the game with NICO, to what extent did you experience these emotions? [Enjoyment]","While undergoing the game with NICO, to what extent did you experience these emotions? [Pissed off]","While undergoing the game with NICO, to what extent did you experience these emotions? [Liking]","What feeling did you get from NICO during the game? [Emotional | Non-emotional]","What feeling did you get from NICO during the game? [Happy | Neutral]","What feeling did you get from NICO during the game? [Compassionate | Indifferent]","Do you think that NICO used a strategy during the game?","If yes, please describe the strategy that NICO used for the game.","Did you have a strategy for the game?","If yes, please describe your strategy below.","How familiar were you with negotiation games prior to the experiment? [Unfamiliar | Familiar]","What were your motivations while playing the game?","What were your motivations while playing the game? [Comment]","Did you expect NICO to keep the coins at some point?","During the 8th round, NICO changed his strategy of playing and kept the coins.  Did you trust NICO to return the coins after the 8th round? [Fully trust | Didn't Trust at all]","Do you think NICO wanted to cooperate during the game? [Agree | Disagree]","Do you think NICO wanted to maximise his earnings while playing the game? [Agree | Disagree]","Please rate the following statements on these scales from 1 (totally disagree) to 9 (totally agree). [Safety First.]","Please rate the following statements on these scales from 1 (totally disagree) to 9 (totally agree). [I do not take risks with my health.]","Please rate the following statements on these scales from 1 (totally disagree) to 9 (totally agree). [I prefer to avoid risks.]","Please rate the following statements on these scales from 1 (totally disagree) to 9 (totally agree). [I take risks regularly.]","Please rate the following statements on these scales from 1 (totally disagree) to 9 (totally agree). [I really dislike not knowing what is going to happen.]","Please rate the following statements on these scales from 1 (totally disagree) to 9 (totally agree). [I usually view risks as a challenge.]","Please rate the following statement on a scale from 1 (risk avoider) to 9 (risk seeker).  I view myself as a ... [Risk avoider | Risk seeker]","Please rate these statements from 1 (= Strongly disagree) to 5 (= Strongly agree) [I usually trust machines until there is a reason not to.]","Please rate these statements from 1 (= Strongly disagree) to 5 (= Strongly agree) [For the most part, I distrust machines.]","Please rate these statements from 1 (= Strongly disagree) to 5 (= Strongly agree) [In general, I would rely on a machine to assist me.]","Please rate these statements from 1 (= Strongly disagree) to 5 (= Strongly agree) [My tendency to trust machines is high.]","Please rate these statements from 1 (= Strongly disagree) to 5 (= Strongly agree) [It is easy for me to trust machines to do their job.]","Please rate these statements from 1 (= Strongly disagree) to 5 (= Strongly agree) [I am likely to trust a machine event when I have little knowledge about it.]","What do you think this experiment was about?","If you have any comments regarding the experiment, please write them down below."
"1","2022-02-21 09:50:42","5","en","KnowledgeableKoala","2022-02-21 09:33:52","2022-02-21 09:50:42","5","1","2","2","1","2","2","1","1","4","4","5","5","5","5","5","2","2","3","3","2","Not at all","Slightly","Not at all","Moderately","Very much","Not at all","An extreme amount","Not at all","Not at all","Not at all","Not at all","Not at all","Very much","Not at all","Somewhat","Quite a bit","Slightly","Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Very much","Slightly","Somewhat","Not at all","Not at all","Quite a bit","Not at all","Very much","2","2","3","No","","Yes","I tried to increase the amount gradually and kept returning the coins until NICO offered 9 or 10 coins so that I can gain NICO's trust. After NICO offered me 9 or 10 I kept the coins and started the process of gaining NICO's trust again.  ","1","Maximising my earnings","","Yes","2","1","4","9","9","6","2","4","5","3","5","1","5","5","5","5","The experiment was about how the sense of trust constructed between a human and a robot. ","I did not understand that I could answer him after NICO's first question. I guess, it is due to the fact that I did not understand when would NICO interact with me. As a person who does not have any experience with humanoid robots, it was hard for me to understand that the experiment has started and the robot sitting in front of me was not just standing still anymore but became ""alive""."
"2","2022-02-21 11:26:56","5","en","SleekSheep","2022-02-21 11:18:10","2022-02-21 11:26:56","4","3","4","2","3","2","3","2","3","4","4","4","5","4","4","4","3","3","4","4","3","Not at all","Slightly","Slightly","Not at all","Moderately","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Slightly","Quite a bit","Slightly","Slightly","Slightly","Not at all","Not at all","Somewhat","Not at all","Slightly","Not at all","Not at all","Not at all","Quite a bit","Not at all","Moderately","Not at all","Not at all","Somewhat","Not at all","Somewhat","2","3","3","Yes","If Nico sees that the player returns coins back throughout several rounds it starts trusting more","No","","3","Maximising my earnings","","Yes","2","2","3","7","9","7","2","8","6","4","3","1","4","4","3","5","How people are willing to accept humanoid robot's help and cooperate together. Could be also how much people trust robots to do their job",""
"3","2022-02-21 13:31:15","5","en","PersonableParrot","2022-02-21 13:21:02","2022-02-21 13:31:15","2","1","1","1","1","3","3","1","1","4","3","3","4","4","4","4","3","2","4","4","3","Not at all","Not at all","Not at all","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Slightly","Not at all","Slightly","Moderately","Not at all","Not at all","Not at all","Not at all","Moderately","Not at all","Not at all","Not at all","Somewhat","Not at all","Slightly","Not at all","Moderately","Somewhat","Not at all","Slightly","4","2","2","Yes","Investing only little after a round where I kept the coins","No","","1","Maximising my earnings","","Yes","2","1","3","6","4","8","6","6","3","4","4","1","4","4","4","2","if the behaviour of nico influences my strategy","It would have been nice to be informed that there is another person in the room"
"4","2022-02-23 11:48:31","5","en","PersonablePony","2022-02-23 11:24:27","2022-02-23 11:48:31","3","2","1","1","3","1","1","1","2","4","4","4","5","4","5","4","3","2","3","2","4","Not at all","Quite a bit","Slightly","Slightly","Quite a bit","Not at all","Quite a bit","Not at all","Not at all","Somewhat","Not at all","Not at all","Quite a bit","Moderately","Slightly","Somewhat","Not at all","Not at all","Moderately","Not at all","Moderately","Not at all","Not at all","Somewhat","Moderately","Not at all","Quite a bit","Not at all","Slightly","Moderately","Not at all","Somewhat","5","2","3","Yes","If the player decides to keep the coins, NICO will only trust 1 coin in the next round. If the player then returns, NICO will again trust more coins into the player (mostly 4). If I recall correctly, NICO always returned the players coins.","Yes","My strategy developed during the game. At first, I was generous and wanted to ""build"" trust. A few rounds later, i noticed that NICO (almost) always returns, but only trusts 1 coin into the player after the player kept the coins in the round before. The strategy that I developed was: Always trust 1 coin. If NICO also only trusts 1 coin, I can safely return, as there is almost no loss. And we both gain 1 coin if we both return. If NICO instead trust more than 1 coin (mostly 4)  in me, I keep the coins from NICO. I repeated this 2-turn cycle until the end.","3","Maximising my earnings","","Yes","2","2","2","9","9","7","4","6","4","3","2","4","3","2","2","1","I think, this experiment was about emotional binding and trust building in an humanoid robot environment.
The experiment measured, if the player would feel emotionally bad, when benefiting from NICO and if the player would trust the machine.",""
"5","2022-02-23 12:26:31","5","en","CreativeCamel","2022-02-23 12:19:47","2022-02-23 12:26:31","1","1","1","1","2","2","2","1","1","2","2","3","4","4","3","3","4","4","4","4","3","Not at all","Not at all","Slightly","Not at all","Very much","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Very much","Slightly","Not at all","Not at all","Not at all","Not at all","Quite a bit","Not at all","Not at all","Not at all","Not at all","Not at all","Very much","Not at all","Moderately","Not at all","Slightly","Somewhat","Not at all","Slightly","4","2","4","Yes","Mimic player action","Yes","probe NICO's behavior, bring forward trust by returning coins, incrementally increase betting amount","4","Maximising my earnings","","Yes","2","1","1","6","5","6","5","7","5","4","4","2","3","4","3","1","Trust in Robots","in explanation, say that each round is independent"
"6","2022-02-23 16:45:38","5","en","HilariousHawk","2022-02-23 16:28:34","2022-02-23 16:45:38","4","3","4","2","2","4","4","2","2","4","4","4","5","4","4","4","4","4","4","4","4","Not at all","Quite a bit","Moderately","Slightly","Very much","Not at all","Very much","Not at all","Not at all","Not at all","Not at all","Slightly","Quite a bit","Quite a bit","Quite a bit","Slightly","Not at all","Not at all","Quite a bit","Not at all","Not at all","Moderately","Slightly","Not at all","Somewhat","Not at all","Quite a bit","Not at all","Not at all","Very much","Not at all","Very much","2","2","2","Yes","He was trying to maximize the score by choosing the smallest amount to offer when I was getting more coins. He even mentioned it in one instance that he is trying to do so. He was mostly returning the coins because by that the chance of him getting the double amount will be more, so he was a little greedy that way and did not accept coins even when they were offered in the middle of the scale. ","Yes","I chose to keep the coins when they were higher than what I was offering but I mostly chose to return the coins as NICO was offering small number of coins as it would also double the coins I have.","1","Maximising my earnings","","Yes","2","2","2","8","9","7","4","3","8","7","4","2","4","4","4","4","I think this experiment was about how NICO plays the game with a human and how humanlike he appears to be. His expressions, statements, sense of cooperation was good which can make the human feel as if he is talking to another human and not a machine. It was also about knowing how intelligent the agent is in playing a game with a human. ","The experiment was well set up, and as per the theme the environment was made similar. It was not clear if I could speak to the robot or not, or if I do it will respond to me or not, for a hi or any other general conversation. It did understand my yes but probably more information about the verbal aspect of the robot could have been provided. Also if I can shake hands with the robot or touch it or not. With respect to the game and how NICO was behaving, it was very friendly."
"7","2022-02-24 09:34:37","5","en","SplendidSquirrel","2022-02-24 09:23:04","2022-02-24 09:34:37","3","4","5","3","4","4","3","3","4","4","4","3","4","5","4","5","3","2","3","3","2","Not at all","Somewhat","Not at all","Not at all","Quite a bit","Not at all","Quite a bit","Not at all","Not at all","Not at all","Not at all","Slightly","Moderately","Not at all","Slightly","Not at all","Not at all","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","Not at all","Moderately","Not at all","Not at all","Very much","Not at all","Quite a bit","5","5","3","Yes","NICO would keep increasing the number of coins it entrusted as it gained trust, but would quickly decrease the number of coins when its trust was broken. Other than that I don't think it used any strategy as it returned the coins to me every time but one. That significantly lowered my risk as a player when playing as I was certain that I would always be returned however many coins i entrusted","Yes","Initially no, but after realizing NICO's strategy I copied its trusting strategy while trying to entrust a little more coins than NICO as I was certain that I would always be returned them. I would build up NICO's trust till it would entrust a large number of coins to me and then decide to keep them for maximum score.","1","Maximising my earnings","","Yes","2","1","2","7","7","5","4","3","7","6","5","1","3","4","4","2","I initially thought it might be about NICO trying to understand human strategies and adapting to them, however after finishing the game I don't think it was. I am a little unsure as to what the experiment was about.","I think it would have been fun if NICO changed its expressions as well after each round. For example, having a sad face when the player doesn't cooperate. Its post-round comments with a completely neutral expression weren't as natural."
"8","2022-02-24 11:42:30","5","en","BrightBear","2022-02-24 11:23:28","2022-02-24 11:42:30","3","4","4","3","3","4","3","4","4","4","4","4","5","4","4","4","3","3","4","2","2","Not at all","Slightly","Slightly","Not at all","Moderately","Not at all","An extreme amount","Slightly","Not at all","Not at all","Not at all","Not at all","Quite a bit","Quite a bit","Not at all","Not at all","Not at all","Not at all","Very much","Not at all","Not at all","Slightly","Slightly","Slightly","Quite a bit","Not at all","Very much","Not at all","Not at all","Very much","Not at all","Very much","4","5","3","Yes","follow my strategy","Yes","first step: to establish trust and press ""return"",  and then follow NICO's strategy","3","Maximising my earnings","","Yes","3","1","1","8","9","9","2","9","7","2","2","3","5","3","3","2","prisoner's dilemma",""
"9","2022-02-24 12:41:19","5","en","ThoughtprovokingTiger","2022-02-24 12:30:43","2022-02-24 12:41:19","4","4","5","3","2","5","5","3","4","5","5","5","5","5","4","5","3","5","5","3","2","Not at all","Moderately","Not at all","Not at all","Very much","Not at all","Quite a bit","Slightly","Not at all","Not at all","Not at all","Not at all","An extreme amount","Quite a bit","Not at all","Not at all","Slightly","Not at all","Quite a bit","Not at all","Not at all","Not at all","Not at all","Not at all","Very much","Not at all","Moderately","Not at all","Not at all","An extreme amount","Not at all","An extreme amount","1","2","1","Yes","When he noticed the player was not being cooperative he would only trust them with a single coin. The more coins you would return, more cooperative, the more he would trust you with.","Yes","I wanted to make him feel that I was being cooperative once I noticed he was only trusting me with a single coin. He started giving me more coins so I was planning that when he would entrust me with 10 coins I would betray his trust.","1","Beating my opponent","","Yes","2","1","4","9","9","9","1","4","2","2","5","1","5","5","5","5","About the amount of trust we would have for a robot to be consistent on it's behavior","Sometimes he hit his hand with the table while doing a motion going up, maybe watch out for that :)"
"10","2022-02-24 13:37:55","5","en","WondrousWhale","2022-02-24 13:29:10","2022-02-24 13:37:55","2","2","2","2","4","4","5","1","2","4","4","4","5","5","5","5","2","3","2","3","3","Not at all","Quite a bit","Somewhat","Not at all","Somewhat","Not at all","Very much","Slightly","Not at all","Not at all","Not at all","Somewhat","Slightly","Moderately","Slightly","Not at all","Slightly","Not at all","Quite a bit","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Not at all","Slightly","Not at all","Not at all","Quite a bit","Not at all","Quite a bit","3","2","2","Yes","I think Nico tried to always go for a win-win situation based on the number of coins that was entrusted, therefore it was easy to 'win' the game because I knew Nico would almost always cooperate.","Yes","to win :-) 
if i gave nico more coins, then i would  always return it because Nico would most likely return it too (i would end up with more coins because more coins get doubled) but run a risk that he keeps them but this was small because Nico always cooperated
if nico gave me more coins then i would keep them (i would win regardless if Nico keeps or returns)","4","Maximising my earnings","","No","3","1","5","9","6","7","2","9","4","4","4","1","5","3","5","1","Cooperation with robots and identifying robot intentions","nil"
